# Sembol Önekleri ve Piyasa Türleri:
# 
# === ANA PIYASALAR ===
# IMKBH': IMKB HISSE - Borsa İstanbul Hisse Senetleri
# IMKBX': IMKB ENDEKS - Borsa İstanbul Endeksleri
# 
# === TÜREV ÜRÜNLER ===
# VIP'O_: VADELI ISLEM VE OPSIYON - Opsiyon Sözleşmeleri
# VIP'TM_: VADELI ISLEM VE OPSIYON - Vadeli İşlem Sözleşmeleri (TürkMen)
# VIP'VIP: VADELI ISLEM VE OPSIYON - VIP Vadeli İşlem Sözleşmeleri
# 
# === ULUSLARARASI PIYASALAR ===
# WBOND': DUNYA BONOLARI - Dünya Tahvil ve Forward Kurları
# WINX': DUNYA ENDEKSLERI - Dünya Borsası Endeksleri (DAX, FTSE, etc.)
# EUREX': EUREX - Avrupa Türev Borsası
# 
# === DİĞER PIYASALAR ===
# FX': FX - Döviz Paritesi
# CRP': KRIPTO PARA - Kripto Para Birimleri
# BNKGS': BANKA GISE KURLARI - Banka Gişe Kurları
# KIYM': KIYMETLI MADENLER - Altın, Gümüş, Platin vb.
# NFT': NFT - Non Fungible Token
# 
# === BANKACILIK VE FAİZ ===
# LIBOR': LIBOR - Londra Bankalararası Faiz Oranları
# INTUSD': INTERBANK - Bankalararası Dolar Piyasası
# OVERN': INTERBANK OVERNIGHT - Gecelik Faiz Oranları
# TCMBK': TCMB KURLAR - Merkez Bankası Kurları
# DOVIZ': DOVIZ BUROLARI - Döviz Büro Kurları
# 
# === ÇEŞİTLİ ===
# DFN': CESITLI PIYASALAR - Çeşitli Finansal Araçlar
# SERPIY': SERBEST PIYASA - Serbest Piyasa İşlemleri
# FUTGCK': GECIKMELI VADELILER - Gecikmeli Vadeli İşlemler
# THVX': TAHVIL - Tahvil İşlemleri
#
symbol,market_type,isin_code,company_name,sector_code,group_code,market_code
IMKBH'KOIGTV,IMKB HISSE,,KCHOLC1510250130.00IYM0000.05NA,,,V
IMKBH'KOIGUV,IMKB HISSE,,KCHOLC1510250160.00IYM0000.05NA,,,V
IMKBH'KOIGVV,IMKB HISSE,,KCHOLC1510250180.00IYM0000.05NA,,,V
IMKBH'KOIGWV,IMKB HISSE,,KCHOLC1510250210.00IYM0000.05NA,,,V
IMKBH'KOIGXV,IMKB HISSE,,KCHOLC1510250250.00IYM0000.05NA,,,V
IMKBH'KOIHDV,IMKB HISSE,,KCHOLC1509250130.00IYM0000.05NA,,,V
IMKBH'KOIHEV,IMKB HISSE,,KCHOLC1509250160.00IYM0000.05NA,,,V
IMKBH'KOIHFV,IMKB HISSE,,KCHOLC1509250170.00IYM0000.05NA,,,V
IMKBH'KOIHGV,IMKB HISSE,,KCHOLC1509250200.00IYM0000.05NA,,,V
IMKBH'KOIHHV,IMKB HISSE,,KCHOLC1509250250.00IYM0000.05NA,,,V
IMKBH'KOIHIV,IMKB HISSE,,KCHOLC3110250169.00IYM0000.05NA,,,V
IMKBH'KOIHJV,IMKB HISSE,,KCHOLC3110250196.00IYM0000.05NA,,,V
IMKBH'KOIHKV,IMKB HISSE,,KCHOLC3110250223.00IYM0000.05NA,,,V
IMKBH'KOIHLV,IMKB HISSE,,KCHOLC3110250250.00IYM0000.05NA,,,V
IMKBH'KOIHMV,IMKB HISSE,,KCHOLC3110250277.00IYM0000.05NA,,,V
IMKBH'KOIHNV,IMKB HISSE,,KCHOLC1711250160.00IYM0000.05NA,,,V
IMKBH'KOIHOV,IMKB HISSE,,KCHOLC1711250200.00IYM0000.05NA,,,V
IMKBH'KOIHPV,IMKB HISSE,,KCHOLC1711250210.00IYM0000.05NA,,,V
IMKBH'KOIHQV,IMKB HISSE,,KCHOLC1711250250.00IYM0000.05NA,,,V
IMKBH'KOIHRV,IMKB HISSE,,KCHOLC1711250300.00IYM0000.05NA,,,V
IMKBH'KOIHSV,IMKB HISSE,,KCHOLC2811250160.00IYM0000.05NA,,,V
IMKBH'KOIHTV,IMKB HISSE,,KCHOLC2811250180.00IYM0000.05NA,,,V
IMKBH'KOIHUV,IMKB HISSE,,KCHOLC2811250210.00IYM0000.05NA,,,V
IMKBH'KOIHVV,IMKB HISSE,,KCHOLC2811250230.00IYM0000.05NA,,,V
IMKBH'KOIHWV,IMKB HISSE,,KCHOLC2811250260.00IYM0000.05NA,,,V
IMKBH'KOIHXV,IMKB HISSE,,KCHOLC1512250150.00IYM0000.05NA,,,V
IMKBH'KOIHYV,IMKB HISSE,,KCHOLC1512250183.00IYM0000.05NA,,,V
IMKBH'KOIHZV,IMKB HISSE,,KCHOLC1512250200.00IYM0000.05NA,,,V
IMKBH'KOIIAV,IMKB HISSE,,KCHOLC1512250233.00IYM0000.05NA,,,V
IMKBH'KOIIBV,IMKB HISSE,,KCHOLC1512250283.00IYM0000.05NA,,,V
IMKBH'KOIVOV,IMKB HISSE,,KCHOLP3009250170.00IYM0000.05NA,,,V
IMKBH'KOIVPV,IMKB HISSE,,KCHOLP3009250148.00IYM0000.05NA,,,V
IMKBH'KOIVQV,IMKB HISSE,,KCHOLP3009250126.00IYM0000.05NA,,,V
IMKBH'KOIVRV,IMKB HISSE,,KCHOLP3009250104.00IYM0000.05NA,,,V
IMKBH'KOIVSV,IMKB HISSE,,KCHOLP3009250089.00IYM0000.05NA,,,V
IMKBH'KOIVTV,IMKB HISSE,,KCHOLP1510250160.00IYM0000.05NA,,,V
IMKBH'KOIVUV,IMKB HISSE,,KCHOLP1510250150.00IYM0000.05NA,,,V
IMKBH'KOIVVV,IMKB HISSE,,KCHOLP1510250130.00IYM0000.05NA,,,V
IMKBH'KOIVWV,IMKB HISSE,,KCHOLP1510250120.00IYM0000.05NA,,,V
IMKBH'KOIVXV,IMKB HISSE,,KCHOLP1510250110.00IYM0000.05NA,,,V
IMKBH'KOIWDV,IMKB HISSE,,KCHOLP1509250160.00IYM0000.05NA,,,V
IMKBH'KOIWEV,IMKB HISSE,,KCHOLP1509250150.00IYM0000.05NA,,,V
IMKBH'KOIWFV,IMKB HISSE,,KCHOLP1509250130.00IYM0000.05NA,,,V
IMKBH'KOIWGV,IMKB HISSE,,KCHOLP1509250120.00IYM0000.05NA,,,V
IMKBH'KOIWHV,IMKB HISSE,,KCHOLP1509250100.00IYM0000.05NA,,,V
IMKBH'KOIWIV,IMKB HISSE,,KCHOLP3110250205.00IYM0000.05NA,,,V
IMKBH'KOIWJV,IMKB HISSE,,KCHOLP3110250178.00IYM0000.05NA,,,V
IMKBH'KOIWKV,IMKB HISSE,,KCHOLP3110250152.00IYM0000.05NA,,,V
IMKBH'KOIWLV,IMKB HISSE,,KCHOLP3110250125.00IYM0000.05NA,,,V
IMKBH'KOIWMV,IMKB HISSE,,KCHOLP3110250107.00IYM0000.05NA,,,V
IMKBH'KOIWNV,IMKB HISSE,,KCHOLP1711250200.00IYM0000.05NA,,,V
IMKBH'KOIWOV,IMKB HISSE,,KCHOLP1711250180.00IYM0000.05NA,,,V
IMKBH'KOIWPV,IMKB HISSE,,KCHOLP1711250160.00IYM0000.05NA,,,V
IMKBH'KOIWQV,IMKB HISSE,,KCHOLP1711250140.00IYM0000.05NA,,,V
IMKBH'KOIWRV,IMKB HISSE,,KCHOLP1711250130.00IYM0000.05NA,,,V
IMKBH'KOIWSV,IMKB HISSE,,KCHOLP2811250190.00IYM0000.05NA,,,V
IMKBH'KOIWTV,IMKB HISSE,,KCHOLP2811250170.00IYM0000.05NA,,,V
IMKBH'KOIWUV,IMKB HISSE,,KCHOLP2811250140.00IYM0000.05NA,,,V
IMKBH'KOIWVV,IMKB HISSE,,KCHOLP2811250120.00IYM0000.05NA,,,V
IMKBH'KOIWWV,IMKB HISSE,,KCHOLP2811250100.00IYM0000.05NA,,,V
IMKBH'KOIWXV,IMKB HISSE,,KCHOLP1512250183.00IYM0000.05NA,,,V
IMKBH'KOIWYV,IMKB HISSE,,KCHOLP1512250166.00IYM0000.05NA,,,V
IMKBH'KOIWZV,IMKB HISSE,,KCHOLP1512250150.00IYM0000.05NA,,,V
IMKBH'KOIXAV,IMKB HISSE,,KCHOLP1512250133.00IYM0000.05NA,,,V
IMKBH'KOIXBV,IMKB HISSE,,KCHOLP1512250120.00IYM0000.05NA,,,V
IMKBH'KONKA,IMKB HISSE,,KONYA KAGIT,S_00040,,E
IMKBH'KONKATE,IMKB HISSE,,KONYA KAGIT -TEMERR,,,TE
IMKBH'KONTR,IMKB HISSE,,KONTROLMATIK TEKNOLOJI,S_00220,110,E
IMKBH'KONTRBE,IMKB HISSE,,KONTROLMATIK TEKNOLOJI BIRINCIL PIYASA,,,BE
IMKBH'KONTRR,IMKB HISSE,,KONTROLMATIK TEKNOLOJI - RHKP,,,R
IMKBH'KONTRTE,IMKB HISSE,,KONTROLMATIK TEKNOLOJI -TEMERR,,,TE
IMKBH'KONTRTR,IMKB HISSE,,KONTR RUCHAN TEMERRUT,,,TR
IMKBH'KONYA,IMKB HISSE,TRAKONYA91F6,KONYA CIMENTO,S_00060,000,E
IMKBH'KONYATE,IMKB HISSE,,KONYA CIMENTO -TEMERR,,,TE
IMKBH'KOPOL,IMKB HISSE,,KOZA POLYESTER,S_00050,000,E
IMKBH'KOPOLTE,IMKB HISSE,,KOZA POLYESTER -TEMERR,,,TE
IMKBH'KORDS,IMKB HISSE,TRAKORDS91B2,KORDSA TEKNIK TEKSTIL,S_00020,000,E
IMKBH'KORDSTE,IMKB HISSE,,KORDSA TEKNIK TEKSTIL -TEMERR,,,TE
IMKBH'KOTON,IMKB HISSE,,KOTON MAGAZACILIK,S_00020,000,E
IMKBH'KOTONTE,IMKB HISSE,,KOTON MAGAZACILIK -TEMERR,,,TE
IMKBH'KOZAA,IMKB HISSE,TREKOZA00014,KOZA MADENCILIK,S_00040,110,E
IMKBH'KOZAATE,IMKB HISSE,,KOZA MADENCILIK -TEMERR,,,TE
IMKBH'KOZAL,IMKB HISSE,TREKOAL00014,KOZA ALTIN,S_01000,111,E
IMKBH'KOZALTE,IMKB HISSE,,KOZA ALTIN -TEMERR,,,TE
IMKBH'KR1EFV,IMKB HISSE,,KRDMDC1709250034.00IYF00000.5NA,,,V
IMKBH'KR1EGV,IMKB HISSE,,KRDMDC1709250031.00IYF00000.5NA,,,V
IMKBH'KR1EHV,IMKB HISSE,,KRDMDC1709250028.50IYF00000.5NA,,,V
IMKBH'KR1EIV,IMKB HISSE,,KRDMDC1709250025.00IYF00000.5NA,,,V
IMKBH'KR1ELV,IMKB HISSE,,KRDMDC3009250037.00IYF00000.5NA,,,V
IMKBH'KR1EMV,IMKB HISSE,,KRDMDC3009250035.00IYF00000.5NA,,,V
IMKBH'KR1ENV,IMKB HISSE,,KRDMDC3009250033.00IYF00000.5NA,,,V
IMKBH'KR1EOV,IMKB HISSE,,KRDMDC3009250030.00IYF00000.5NA,,,V
IMKBH'KR1EPV,IMKB HISSE,,KRDMDC3009250027.00IYF00000.5NA,,,V
IMKBH'KR1EQV,IMKB HISSE,,KRDMDC3110250043.00IYF00000.5NA,,,V
IMKBH'KR1ERV,IMKB HISSE,,KRDMDC3110250039.00IYF00000.5NA,,,V
IMKBH'KR1ESV,IMKB HISSE,,KRDMDC3110250036.00IYF00000.5NA,,,V
IMKBH'KR1ETV,IMKB HISSE,,KRDMDC3110250033.00IYF00000.5NA,,,V
IMKBH'KR1EUV,IMKB HISSE,,KRDMDC3110250031.00IYF00000.5NA,,,V
IMKBH'KR1EVV,IMKB HISSE,,KRDMDC1510250041.00IYF00000.5NA,,,V
IMKBH'KR1EWV,IMKB HISSE,,KRDMDC1510250037.00IYF00000.5NA,,,V
IMKBH'KR1EXV,IMKB HISSE,,KRDMDC1510250035.00IYF00000.5NA,,,V
IMKBH'KR1EYV,IMKB HISSE,,KRDMDC1510250031.00IYF00000.5NA,,,V
IMKBH'KR1EZV,IMKB HISSE,,KRDMDC2811250039.00IYF00000.3NA,,,V
IMKBH'KR1FAV,IMKB HISSE,,KRDMDC2811250037.00IYF00000.3NA,,,V
IMKBH'KR1FBV,IMKB HISSE,,KRDMDC2811250035.00IYF00000.3NA,,,V
IMKBH'KR1FCV,IMKB HISSE,,KRDMDC2811250033.00IYF00000.3NA,,,V
IMKBH'KR1FDV,IMKB HISSE,,KRDMDC2811250029.50IYF00000.3NA,,,V
IMKBH'KR1SLV,IMKB HISSE,,KRDMDP1709250023.50IYF00000.5NA,,,V
IMKBH'KR1SMV,IMKB HISSE,,KRDMDP1709250021.00IYF00000.5NA,,,V
IMKBH'KR1SNV,IMKB HISSE,,KRDMDP3009250022.50IYF00000.5NA,,,V
IMKBH'KR1SOV,IMKB HISSE,,KRDMDP3009250024.50IYF00000.5NA,,,V
IMKBH'KR1SPV,IMKB HISSE,,KRDMDP3009250027.00IYF00000.5NA,,,V
IMKBH'KR1SQV,IMKB HISSE,,KRDMDP3110250023.00IYF00000.5NA,,,V
IMKBH'KR1SRV,IMKB HISSE,,KRDMDP3110250025.50IYF00000.5NA,,,V
IMKBH'KR1SSV,IMKB HISSE,,KRDMDP3110250028.00IYF00000.5NA,,,V
IMKBH'KR1SUV,IMKB HISSE,,KRDMDP3110250030.00IYF00000.5NA,,,V
IMKBH'KR1SVV,IMKB HISSE,,KRDMDP1510250024.50IYF00000.5NA,,,V
IMKBH'KR1SWV,IMKB HISSE,,KRDMDP1510250026.50IYF00000.5NA,,,V
IMKBH'KR1SXV,IMKB HISSE,,KRDMDP1510250029.50IYF00000.5NA,,,V
IMKBH'KR1SYV,IMKB HISSE,,KRDMDP2811250030.00IYF00000.3NA,,,V
IMKBH'KR1SZV,IMKB HISSE,,KRDMDP2811250027.50IYF00000.3NA,,,V
IMKBH'KR1TAV,IMKB HISSE,,KRDMDP2811250025.50IYF00000.3NA,,,V
IMKBH'KR1TBV,IMKB HISSE,,KRDMDP2811250023.00IYF00000.3NA,,,V
IMKBH'KRAJZV,IMKB HISSE,,KRDMDC3009250043.50AKM00000.4NA,,,V
IMKBH'KRAKAV,IMKB HISSE,,KRDMDC3009250039.00AKM00000.4NA,,,V
IMKBH'KRAKBV,IMKB HISSE,,KRDMDC3009250035.50AKM00000.4NA,,,V
IMKBH'KRAKCV,IMKB HISSE,,KRDMDC3009250032.00AKM00000.4NA,,,V
IMKBH'KRAKDV,IMKB HISSE,,KRDMDC3009250028.50AKM00000.4NA,,,V
IMKBH'KRAKEV,IMKB HISSE,,KRDMDC3009250026.00AKM00000.4NA,,,V
IMKBH'KRAKFV,IMKB HISSE,,KRDMDC3110250048.00AKM00000.4NA,,,V
IMKBH'KRAKGV,IMKB HISSE,,KRDMDC3110250043.00AKM00000.4NA,,,V
IMKBH'KRAKHV,IMKB HISSE,,KRDMDC3110250039.00AKM00000.4NA,,,V
IMKBH'KRAKIV,IMKB HISSE,,KRDMDC3110250035.00AKM00000.4NA,,,V
IMKBH'KRAKJV,IMKB HISSE,,KRDMDC3110250031.50AKM00000.4NA,,,V
IMKBH'KRAKKV,IMKB HISSE,,KRDMDC3110250028.50AKM00000.4NA,,,V
IMKBH'KRAKLV,IMKB HISSE,,KRDMDC2811250042.50AKM00000.3NA,,,V
IMKBH'KRAKMV,IMKB HISSE,,KRDMDC2811250038.50AKM00000.3NA,,,V
IMKBH'KRAKNV,IMKB HISSE,,KRDMDC2811250035.00AKM00000.3NA,,,V
IMKBH'KRAKOV,IMKB HISSE,,KRDMDC2811250031.50AKM00000.3NA,,,V
IMKBH'KRAKPV,IMKB HISSE,,KRDMDC2811250028.50AKM00000.3NA,,,V
IMKBH'KRAKQV,IMKB HISSE,,KRDMDC2811250026.00AKM00000.3NA,,,V
IMKBH'KRAXZV,IMKB HISSE,,KRDMDP3009250018.50AKM00000.4NA,,,V
IMKBH'KRAYAV,IMKB HISSE,,KRDMDP3009250020.50AKM00000.4NA,,,V
IMKBH'KRAYBV,IMKB HISSE,,KRDMDP3009250023.00AKM00000.4NA,,,V
IMKBH'KRAYCV,IMKB HISSE,,KRDMDP3009250026.00AKM00000.4NA,,,V
IMKBH'KRAYDV,IMKB HISSE,,KRDMDP3110250020.00AKM00000.4NA,,,V
IMKBH'KRAYEV,IMKB HISSE,,KRDMDP3110250023.00AKM00000.4NA,,,V
IMKBH'KRAYFV,IMKB HISSE,,KRDMDP3110250026.00AKM00000.4NA,,,V
IMKBH'KRAYGV,IMKB HISSE,,KRDMDP3110250028.00AKM00000.4NA,,,V
IMKBH'KRAYHV,IMKB HISSE,,KRDMDP2811250019.00AKM00000.3NA,,,V
IMKBH'KRAYIV,IMKB HISSE,,KRDMDP2811250021.00AKM00000.3NA,,,V
IMKBH'KRAYJV,IMKB HISSE,,KRDMDP2811250023.50AKM00000.3NA,,,V
IMKBH'KRAYKV,IMKB HISSE,,KRDMDP2811250026.00AKM00000.3NA,,,V
IMKBH'KRBGTV,IMKB HISSE,,KRDMDC3009250022.00BNP00000.3NA,,,V
IMKBH'KRBGUV,IMKB HISSE,,KRDMDC3009250025.00BNP00000.3NA,,,V
IMKBH'KRBGVV,IMKB HISSE,,KRDMDC3009250029.00BNP00000.3NA,,,V
IMKBH'KRBGWV,IMKB HISSE,,KRDMDC3009250032.00BNP00000.3NA,,,V
IMKBH'KRBGXV,IMKB HISSE,,KRDMDC3009250036.00BNP00000.3NA,,,V
IMKBH'KRBGYV,IMKB HISSE,,KRDMDC3110250022.00BNP00000.3NA,,,V
IMKBH'KRBGZV,IMKB HISSE,,KRDMDC3110250025.00BNP00000.3NA,,,V
IMKBH'KRBHAV,IMKB HISSE,,KRDMDC3110250029.00BNP00000.3NA,,,V
IMKBH'KRBHBV,IMKB HISSE,,KRDMDC3110250032.00BNP00000.3NA,,,V
IMKBH'KRBHCV,IMKB HISSE,,KRDMDC3110250036.00BNP00000.3NA,,,V
IMKBH'KRBSVV,IMKB HISSE,,KRDMDP3009250026.00BNP00000.3NA,,,V
IMKBH'KRBSWV,IMKB HISSE,,KRDMDP3009250023.00BNP00000.3NA,,,V
IMKBH'KRBSXV,IMKB HISSE,,KRDMDP3009250020.00BNP00000.3NA,,,V
IMKBH'KRBSYV,IMKB HISSE,,KRDMDP3009250016.00BNP00000.3NA,,,V
IMKBH'KRBSZV,IMKB HISSE,,KRDMDP3009250014.00BNP00000.3NA,,,V
IMKBH'KRBTAV,IMKB HISSE,,KRDMDP3110250026.00BNP00000.3NA,,,V
IMKBH'KRBTBV,IMKB HISSE,,KRDMDP3110250023.00BNP00000.3NA,,,V
IMKBH'KRBTCV,IMKB HISSE,,KRDMDP3110250020.00BNP00000.3NA,,,V
IMKBH'KRBTDV,IMKB HISSE,,KRDMDP3110250016.00BNP00000.3NA,,,V
IMKBH'KRBTEV,IMKB HISSE,,KRDMDP3110250014.00BNP00000.3NA,,,V
IMKBH'KRDMA,IMKB HISSE,TRAKRDMA91G3,KARDEMIR (A),S_00070,000,E
IMKBH'KRDMATE,IMKB HISSE,,KARDEMIR (A) -TEMERR,,,TE
IMKBH'KRDMB,IMKB HISSE,TRAKRDMB91G1,KARDEMIR (B),S_00070,000,E
IMKBH'KRDMBTE,IMKB HISSE,,KARDEMIR (B) -TEMERR,,,TE
IMKBH'KRDMD,IMKB HISSE,TRAKRDMR91G7,KARDEMIR (D),S_00070,111,E
IMKBH'KRDMDTE,IMKB HISSE,,KARDEMIR (D) -TEMERR,,,TE
IMKBH'KRGYO,IMKB HISSE,TREKRFZ00016,KORFEZ GMYO,S_00210,000,E
IMKBH'KRGYOBE,IMKB HISSE,,KRGYO BIRINCIL PIYASA,,,BE
IMKBH'KRGYOR,IMKB HISSE,,KORFEZ GMYO  - RHKP,,,R
IMKBH'KRGYOTE,IMKB HISSE,,KORFEZ GMYO -TEMERR,,,TE
IMKBH'KRGYOTR,IMKB HISSE,,KRGYO RUCHAN TEMERRUT,,,TR
IMKBH'KRONT,IMKB HISSE,TREKRON00014,KRON TEKNOLOJI,S_00220,000,E
IMKBH'KRONTBE,IMKB HISSE,,KRONT BIRINCIL PIYASA,,,BE
IMKBH'KRONTR,IMKB HISSE,,KRON TEKNOLOJI - RHKP,,,R
IMKBH'KRONTTE,IMKB HISSE,,KRON TEKNOLOJI -TEMERR,,,TE
IMKBH'KRONTTR,IMKB HISSE,,KRONT RUCHAN TEMERRUT,,,TR
IMKBH'KRPLS,IMKB HISSE,,KOROPLAST TEMIZLIK AMBALAJ,S_00050,,E
IMKBH'KRPLSTE,IMKB HISSE,,KOROPLAST TEMIZLIK AMBALAJ -TEMERR,,,TE
IMKBH'KRSTL,IMKB HISSE,TRAKRSTL91A6,KRISTAL KOLA,S_00010,000,E
IMKBH'KRSTLTE,IMKB HISSE,,KRISTAL KOLA -TEMERR,,,TE
IMKBH'KRTEK,IMKB HISSE,TRAKRTEK91B6,KARSU TEKSTIL,S_00020,000,E
IMKBH'KRTEKTE,IMKB HISSE,,KARSU TEKSTIL -TEMERR,,,TE
IMKBH'KRVGD,IMKB HISSE,,KERVAN GIDA,S_00010,000,E
IMKBH'KRVGDTE,IMKB HISSE,,KERVAN GIDA -TEMERR,,,TE
IMKBH'KSTUR,IMKB HISSE,TREKUST00016,KUSTUR KUSADASI TURIZM,S_00120,000,E
IMKBH'KSTURTE,IMKB HISSE,,KUSTUR KUSADASI TURIZM -TEMERR,,,TE
IMKBH'KTLEV,IMKB HISSE,,KATILIMEVIM TAS. FIN.,S_00170,100,E
IMKBH'KTLEVTE,IMKB HISSE,,KATILIMEVIM TAS. FIN. -TEMERR,,,TE
IMKBH'KTSKR,IMKB HISSE,,KUTAHYA SEKER FABRIKASI,S_00010,,E
IMKBH'KTSKRTE,IMKB HISSE,,KUTAHYA SEKER FABRIKASI -TEMERR,,,TE
IMKBH'KUTPO,IMKB HISSE,TRAKUTPO91F9,KUTAHYA PORSELEN,S_00060,000,E
IMKBH'KUTPOTE,IMKB HISSE,,KUTAHYA PORSELEN -TEMERR,,,TE
IMKBH'KUVVA,IMKB HISSE,,KUVVA GIDA,S_00010,,E
IMKBH'KUVVATE,IMKB HISSE,,KUVVA GIDA - TEMERR,,,TE
IMKBH'KUYAS,IMKB HISSE,TREKYAS00018,KUYAS YATIRIM,S_01000,110,E
IMKBH'KUYASTE,IMKB HISSE,,KUYAS YATIRIM -TEMERR,,,TE
IMKBH'KZ1EMV,IMKB HISSE,,KOZALC1709250035.00IYF00000.5NA,,,V
IMKBH'KZ1ENV,IMKB HISSE,,KOZALC1709250031.00IYF00000.5NA,,,V
IMKBH'KZ1EOV,IMKB HISSE,,KOZALC1709250029.00IYF00000.5NA,,,V
IMKBH'KZ1EPV,IMKB HISSE,,KOZALC1709250025.50IYF00000.5NA,,,V
IMKBH'KZ1ESV,IMKB HISSE,,KOZALC3009250035.00IYF00000.5NA,,,V
IMKBH'KZ1ETV,IMKB HISSE,,KOZALC3009250033.00IYF00000.5NA,,,V
IMKBH'KZ1EUV,IMKB HISSE,,KOZALC3009250031.00IYF00000.5NA,,,V
IMKBH'KZ1EVV,IMKB HISSE,,KOZALC3009250028.00IYF00000.5NA,,,V
IMKBH'KZ1EWV,IMKB HISSE,,KOZALC3009250026.00IYF00000.5NA,,,V
IMKBH'KZ1EXV,IMKB HISSE,,KOZALC3110250035.00IYF00000.5NA,,,V
IMKBH'KZ1EYV,IMKB HISSE,,KOZALC3110250032.00IYF00000.5NA,,,V
IMKBH'KZ1EZV,IMKB HISSE,,KOZALC3110250029.50IYF00000.5NA,,,V
IMKBH'KZ1FAV,IMKB HISSE,,KOZALC3110250027.50IYF00000.5NA,,,V
IMKBH'KZ1FBV,IMKB HISSE,,KOZALC3110250025.50IYF00000.5NA,,,V
IMKBH'KZ1FCV,IMKB HISSE,,KOZALC1510250033.00IYF00000.5NA,,,V
IMKBH'KZ1FDV,IMKB HISSE,,KOZALC1510250030.00IYF00000.5NA,,,V
IMKBH'KZ1FEV,IMKB HISSE,,KOZALC1510250028.00IYF00000.5NA,,,V
IMKBH'KZ1FFV,IMKB HISSE,,KOZALC1510250026.50IYF00000.5NA,,,V
IMKBH'KZ1FGV,IMKB HISSE,,KOZALC2811250034.00IYF00000.3NA,,,V
IMKBH'KZ1FHV,IMKB HISSE,,KOZALC2811250032.00IYF00000.3NA,,,V
IMKBH'KZ1FIV,IMKB HISSE,,KOZALC2811250031.00IYF00000.3NA,,,V
IMKBH'KZ1FJV,IMKB HISSE,,KOZALC2811250028.50IYF00000.3NA,,,V
IMKBH'KZ1FKV,IMKB HISSE,,KOZALC2811250025.50IYF00000.3NA,,,V
IMKBH'KZ1FLV,IMKB HISSE,,KOZALC1411250033.00IYF00000.3NA,,,V
IMKBH'KZ1FMV,IMKB HISSE,,KOZALC1411250031.00IYF00000.3NA,,,V
IMKBH'KZ1FNV,IMKB HISSE,,KOZALC1411250028.50IYF00000.3NA,,,V
IMKBH'KZ1FOV,IMKB HISSE,,KOZALC1411250026.00IYF00000.3NA,,,V
IMKBH'KZ1SQV,IMKB HISSE,,KOZALP1709250024.00IYF00000.5NA,,,V
IMKBH'KZ1SRV,IMKB HISSE,,KOZALP1709250021.00IYF00000.5NA,,,V
IMKBH'KZ1SSV,IMKB HISSE,,KOZALP3009250021.50IYF00000.5NA,,,V
IMKBH'KZ1STV,IMKB HISSE,,KOZALP3009250023.50IYF00000.5NA,,,V
IMKBH'KZ1SUV,IMKB HISSE,,KOZALP3009250026.00IYF00000.5NA,,,V
IMKBH'KZ1SVV,IMKB HISSE,,KOZALP3110250019.00IYF00000.5NA,,,V
IMKBH'KZ1SWV,IMKB HISSE,,KOZALP3110250021.00IYF00000.5NA,,,V
IMKBH'KZ1SXV,IMKB HISSE,,KOZALP3110250023.00IYF00000.5NA,,,V
IMKBH'KZ1SYV,IMKB HISSE,,KOZALP3110250024.50IYF00000.5NA,,,V
IMKBH'KZ1SZV,IMKB HISSE,,KOZALP1510250020.00IYF00000.5NA,,,V
IMKBH'KZ1TAV,IMKB HISSE,,KOZALP1510250022.00IYF00000.5NA,,,V
IMKBH'KZ1TBV,IMKB HISSE,,KOZALP1510250024.50IYF00000.5NA,,,V
IMKBH'KZ1TCV,IMKB HISSE,,KOZALP2811250026.50IYF00000.3NA,,,V
IMKBH'KZ1TDV,IMKB HISSE,,KOZALP2811250023.50IYF00000.3NA,,,V
IMKBH'KZ1TEV,IMKB HISSE,,KOZALP2811250022.00IYF00000.3NA,,,V
IMKBH'KZ1TFV,IMKB HISSE,,KOZALP2811250020.00IYF00000.3NA,,,V
IMKBH'KZ1TGV,IMKB HISSE,,KOZALP1411250024.00IYF00000.3NA,,,V
IMKBH'KZ1THV,IMKB HISSE,,KOZALP1411250022.00IYF00000.3NA,,,V
IMKBH'KZ1TIV,IMKB HISSE,,KOZALP1411250020.50IYF00000.3NA,,,V
IMKBH'KZAJDV,IMKB HISSE,,KOZALC3009250040.50AKM00000.4NA,,,V
IMKBH'KZAJEV,IMKB HISSE,,KOZALC3009250036.50AKM00000.4NA,,,V
IMKBH'KZAJFV,IMKB HISSE,,KOZALC3009250033.00AKM00000.4NA,,,V
IMKBH'KZAJGV,IMKB HISSE,,KOZALC3009250030.00AKM00000.4NA,,,V
IMKBH'KZAJHV,IMKB HISSE,,KOZALC3009250027.00AKM00000.4NA,,,V
IMKBH'KZAJIV,IMKB HISSE,,KOZALC3009250024.00AKM00000.4NA,,,V
IMKBH'KZAJJV,IMKB HISSE,,KOZALC3110250037.50AKM00000.4NA,,,V
IMKBH'KZAJKV,IMKB HISSE,,KOZALC3110250034.00AKM00000.4NA,,,V
IMKBH'KZAJLV,IMKB HISSE,,KOZALC3110250031.00AKM00000.4NA,,,V
IMKBH'KZAJMV,IMKB HISSE,,KOZALC3110250028.00AKM00000.4NA,,,V
IMKBH'KZAJNV,IMKB HISSE,,KOZALC3110250025.50AKM00000.4NA,,,V
IMKBH'KZAJOV,IMKB HISSE,,KOZALC3110250023.00AKM00000.4NA,,,V
